smiles,pchembl,activity_uM,bin_activity,norm_activity
C#Cc1cccc(Nc2ncnc3cc(OC)c(NC4CCN(C(=O)C=C)CC4)cc23)c1,8.07,0.008511380382023759,1,0.7255876170456717
C#Cc1cccc(Nc2ncnc3cc(OC)c(NC4CN(C(=O)C=C)C4)cc23)c1,8.96,0.001096478196143183,1,0.9173514236575578
C#Cc1cccc(Nc2ncnc3cc(OC)c(OC)cc23)c1,7.72,0.019054607179632484,1,0.639212688706287
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCC(=O)NO)cc23)c1,7.82,0.015135612484362073,1,0.6626218230460539
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCC(=O)Nc4ccc(S(N)(=O)=O)cc4)cc23)c1,7.31,0.048977881936844665,1,0.5388878272501433
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCC(=O)NO)cc23)c1,8.34,0.004570881896148752,1,0.793330785400344
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)c1,8.62,0.0023988329190194947,1,0.8581119816548824
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCCN/C(=N\C#N)Nc4cccnc4)cc23)c1,9.32,0.000478630092322638,1,0.96139881521116
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCCN/C(=N\C#N)Nc4ccncc4)cc23)c1,9.34,0.00045708818961487515,1,0.962545385056373
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCN/C(=N\C#N)Nc4cccnc4)cc23)c1,9.49,0.0003235936569296281,1,0.9724823237148863
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCN/C(=N\C#N)Nc4ccncc4)cc23)c1,9.49,0.0003235936569296281,1,0.9725778712019874
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCn4ccnc4[N+](=O)[O-])cc23)c1,9.3,0.0005011872336272714,1,0.9580546531626218
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCN/C(=N\C#N)Nc4cccnc4)cc23)c1,9.39,0.0004073802778041122,1,0.964742977259698
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCN/C(=N\C#N)Nc4ccncc4)cc23)c1,9.64,0.00022908676527677702,1,0.9814637875023887
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCn4ccnc4[N+](=O)[O-])cc23)c1,9.31,0.0004897788193684456,1,0.9608255302885534
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCn4ccnc4[N+](=O)[O-])cc23)c1,9.25,0.0005623413251903491,1,0.955092681062488
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCN4CCOCC4)cc23)c1,9.09,0.0008128305161640996,1,0.9390407032295051
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCn4ccnc4[N+](=O)[O-])cc23)c1,8.97,0.0010715193052376049,1,0.9208866806802981
C#Cc1cccc(Nc2ncnc3cc(OC)c4c(c23)OCCO4)c1,7.96,0.01096478196143185,1,0.6917638066118861
C#Cc1cccc(Nc2ncnc3cc(OC4CCN(C)CC4)c(NC(=O)/C=C/CN(C)C)cc23)c1,8.09,0.008128305161640995,1,0.7279763042231989
C#Cc1cccc(Nc2ncnc3cc(OC4CCOC4)c4c(c23)OCCO4)c1,7.78,0.0165958690743756,1,0.6540225492069559
C#Cc1cccc(Nc2ncnc3cc(OC4CCOCC4)c(NC(=O)/C=C/CN(C)C)cc23)c1,8.22,0.006025595860743569,1,0.7585515000955475
C#Cc1cccc(Nc2ncnc3cc(OC4CCOCC4)c4c(c23)OCCO4)c1,7.24,0.057543993733715666,1,0.5104146760940187
C#Cc1cccc(Nc2ncnc3cc(OCC)c(NC(=O)/C=C/CN(C)C4CC4)cc23)c1,8.62,0.0023988329190194947,1,0.8582075291419836
C#Cc1cccc(Nc2ncnc3cc(OCC)c(NC(=O)/C=C/CN4CCCCC4)cc23)c1,8.21,0.00616595001861481,1,0.7572138352761323
C#Cc1cccc(Nc2ncnc3cc(OCC)c(NC(=O)/C=C/CNC4CC4)cc23)c1,8.38,0.004168693834703347,1,0.7981081597553984
C#Cc1cccc(Nc2ncnc3cc(OCC)c4c(c23)OCCO4)c1,8.04,0.009120108393559114,1,0.7145996560290464
C#Cc1cccc(Nc2ncnc3cc(OCC4CCCO4)c4c(c23)OCCO4)c1,7.56,0.02754228703338169,1,0.5957385820752914
C#Cc1cccc(Nc2ncnc3cc(OCCCCCCC(=O)NO)c(OC)cc23)c1,8.09,0.008128305161640995,1,0.7280718517103
C#Cc1cccc(Nc2ncnc3cc(OCCCCCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1,9.24,0.0005754399373371566,1,0.9547104911140837
C#Cc1cccc(Nc2ncnc3cc(OCCCCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1,9.33,0.00046773514128719813,1,0.9618765526466654
